Hotel,Booking_status,Lead Time,Arrival_Year,Arrival_Month,Weekend_Nights,Week_Nights,Adults,Children,Babies,Meal_Plan,Guest_Country,Market_Segment,City Hotel,City Hotel,Previous_Cancellations,Prior_Successful Stays,Reserved_Room_Type,Assigned_Room_Type,Booking_Changes,Deposit_Policy,Agent_ID,Days_on_Waitlist,Customer_Type,Average_Daily_Rate (USD),Special_Requests_Count,Reservation_Status,Status_Date,Total_Guests,Total_Nights,Total_Revenue (USD),Total_Revenue (INR)
City Hotel,NO,283,2016,December,0,4,2,0,0,SC,UKR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,Transient,72,2,Check-Out,2017-01-01,2,4,289,26212
City Hotel,YES,156,2016,July,1,2,2,1,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,Transient,122,0,Canceled,2016-04-07,3,3,365,33060
City Hotel,NO,5,2015,October,6,13,1,0,0,BB,BRA,Corporate,Corporate,0,0,0,A,A,0,No Deposit,94,0,Transient,95,1,Check-Out,2015-10-23,1,19,1805,163714
City Hotel,NO,221,2016,August,0,1,2,0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6,147,Transient-Party,96,1,Check-Out,2016-08-13,2,1,96,8707
City Hotel,YES,144,2016,July,2,4,2,0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,Transient,89,0,Canceled,2016-06-04,2,6,536,48570
City Hotel,NO,21,2017,January,2,2,2,0,0,BB,BRA,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,9,0,Transient,104,1,Check-Out,2017-01-24,2,4,417,37844
City Hotel,NO,1,2017,January,0,2,2,0,0,BB,PRT,Corporate,Corporate,1,0,2,A,A,0,No Deposit,94,0,Transient,65,1,Check-Out,2017-01-06,2,2,130,11791
City Hotel,NO,1,2016,May,0,1,2,0,0,SC,CHN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,Transient,129,0,Check-Out,2016-05-14,2,1,129,11700
City Hotel,NO,86,2016,April,2,1,2,0,0,BB,FRA,Direct,Direct,0,0,0,A,A,1,No Deposit,14,0,Transient,86,0,Check-Out,2016-04-05,2,3,257,23265
City Hotel,NO,14,2015,September,2,6,1,0,0,BB,GBR,Direct,Direct,0,0,0,A,A,0,No Deposit,14,0,Transient,101,0,Check-Out,2015-09-18,1,8,807,73199
City Hotel,NO,87,2017,August,2,2,3,0,0,BB,BRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,0,Transient,200,2,Check-Out,2017-08-17,3,4,800,72560
City Hotel,NO,137,2016,August,0,2,3,2,0,BB,AUS,Online TA,TA/TO,0,0,0,B,B,3,No Deposit,9,0,Transient-Party,94,1,Check-Out,2016-09-01,5,2,187,16997
City Hotel,NO,138,2016,September,1,1,3,0,0,HB,ITA,Groups,TA/TO,0,0,0,A,A,1,No Deposit,1,0,Transient-Party,139,0,Check-Out,2016-09-05,3,2,278,25251
City Hotel,NO,102,2015,October,0,2,2,0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,G,0,No Deposit,6,0,Transient-Party,109,0,Check-Out,2015-10-18,2,2,218,19773
City Hotel,NO,99,2017,March,0,2,2,0,0,SC,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,Transient,79,2,Check-Out,2017-03-12,2,2,158,14367
City Hotel,YES,105,2017,May,0,2,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,94,0,Transient,160,0,Canceled,2017-02-03,1,2,320,29024
City Hotel,NO,9,2016,March,0,3,3,0,0,BB,ESP,Groups,Corporate,0,0,0,A,D,0,No Deposit,94,0,Transient-Party,102,1,Check-Out,2016-03-06,3,3,306,27754
City Hotel,NO,396,2017,June,2,0,1,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,B,1,No Deposit,6,0,Transient-Party,96,1,Check-Out,2017-06-27,1,2,191,17324
City Hotel,NO,198,2016,April,1,2,2,0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,0,Transient,73,1,Check-Out,2016-04-25,2,3,220,19988
City Hotel,NO,45,2016,April,2,3,2,0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,B,1,No Deposit,9,0,Transient-Party,100,0,Check-Out,2016-04-29,2,5,499,45255
City Hotel,NO,102,2016,April,1,3,2,0,0,BB,CHE,Online TA,TA/TO,0,0,0,B,B,3,No Deposit,9,0,Transient-Party,78,1,Check-Out,2016-04-18,2,4,311,28219
City Hotel,NO,27,2016,February,1,3,2,0,0,BB,FRA,Direct,Direct,0,0,0,E,E,0,No Deposit,14,0,Transient,130,0,Check-Out,2016-02-29,2,4,518,46983
City Hotel,NO,107,2016,May,2,3,2,0,0,BB,AUT,Offline TA/TO,TA/TO,0,0,0,D,A,0,No Deposit,85,0,Transient,91,0,Check-Out,2016-05-12,2,5,455,41246
City Hotel,NO,76,2016,February,0,3,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,Transient,80,0,Check-Out,2016-02-21,2,3,241,21850
City Hotel,NO,80,2016,April,0,2,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,Transient,96,1,Check-Out,2016-04-15,2,2,193,17469
City Hotel,NO,37,2017,May,2,3,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,0,Transient,179,2,Check-Out,2017-05-09,2,5,895,81177
City Hotel,NO,258,2017,April,2,3,2,0,0,BB,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,Transient,110,1,Check-Out,2017-04-18,2,5,549,49794
City Hotel,YES,160,2016,July,0,3,3,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,0,Transient,138,0,Canceled,2016-02-13,3,3,413,37468
City Hotel,NO,268,2016,October,2,3,2,0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,27,0,Transient-Party,81,0,Check-Out,2016-10-14,2,5,404,36620
City Hotel,NO,26,2017,June,0,2,1,0,0,SC,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,15,0,Transient,88,0,Check-Out,2017-06-29,1,2,175,15891
City Hotel,NO,139,2017,July,1,0,2,1,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,Transient,149,2,Check-Out,2017-07-24,3,1,149,13469
City Hotel,YES,94,2017,July,3,7,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,42,0,Transient,146,0,Canceled,2017-04-25,2,10,1464,132785
City Hotel,NO,39,2016,December,1,2,2,0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,16,0,Transient,102,0,Check-Out,2016-12-22,2,3,306,27754
City Hotel,NO,5,2016,January,0,1,2,0,0,BB,PRT,Online TA,TA/TO,1,11,5,D,D,0,No Deposit,9,0,Transient,89,1,Check-Out,2016-01-16,2,1,89,8100
City Hotel,NO,117,2016,June,0,4,2,0,0,SC,ESP,Online TA,TA/TO,0,0,0,B,B,0,No Deposit,9,0,Transient-Party,98,1,Check-Out,2016-07-02,2,4,391,35464
City Hotel,NO,219,2016,August,0,2,3,0,0,BB,DEU,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,7,0,Transient,153,1,Check-Out,2016-09-01,3,2,306,27752
City Hotel,YES,62,2017,June,0,4,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,0,Transient,150,1,Canceled,2017-06-05,2,4,600,54420
City Hotel,NO,46,2017,March,2,5,2,0,0,SC,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,22,0,Transient,60,0,Check-Out,2017-03-24,2,7,417,37777
City Hotel,YES,31,2016,June,0,1,2,0,0,SC,RUS,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,Transient,89,0,Canceled,2016-05-08,2,1,89,8081
City Hotel,YES,26,2016,May,2,4,2,0,0,SC,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,Transient,125,0,Canceled,2016-05-08,2,6,748,67862
City Hotel,NO,4,2016,April,1,1,1,0,0,SC,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,Transient,104,0,Check-Out,2016-04-18,1,2,208,18866
City Hotel,NO,0,2016,February,0,1,2,0,0,SC,SWE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,Transient,79,1,Check-Out,2016-02-27,2,1,79,7165
City Hotel,YES,6,2015,December,1,2,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,Transient,87,0,Canceled,2015-12-13,2,3,261,23673
City Hotel,NO,40,2016,September,0,4,1,0,0,BB,SWE,Groups,TA/TO,0,0,0,A,A,1,No Deposit,86,0,Transient-Party,108,0,Check-Out,2016-09-17,1,4,432,39182
City Hotel,YES,269,2017,May,1,2,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,0,Transient,135,3,Canceled,2017-02-15,2,3,405,36734
City Hotel,NO,20,2016,October,0,3,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9,0,Transient,149,0,Check-Out,2016-10-07,2,3,447,40543
City Hotel,NO,104,2017,April,2,1,1,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9,0,Transient,105,0,Check-Out,2017-05-03,1,3,315,28571
City Hotel,YES,78,2016,April,0,4,2,0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,0,Transient,62,0,Canceled,2016-01-30,2,4,249,22559
City Hotel,NO,278,2016,July,2,1,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,B,B,0,No Deposit,9,0,Contract,95,0,Check-Out,2016-07-19,2,3,285,25836
City Hotel,NO,21,2016,February,0,1,1,0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,Transient,85,1,Check-Out,2016-02-18,1,1,85,7710
City Hotel,NO,30,2016,October,2,1,2,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,28,0,Transient,85,0,Check-Out,2016-10-19,2,3,255,23129
City Hotel,NO,125,2015,October,2,3,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,Transient,89,1,Check-Out,2015-10-20,2,5,446,40475
City Hotel,NO,5,2017,June,0,1,1,0,0,BB,PRT,Corporate,Corporate,1,4,28,A,A,0,No Deposit,94,0,Transient,65,0,Check-Out,2017-06-29,1,1,65,5896
City Hotel,YES,201,2016,August,2,4,2,0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,Transient,97,1,Canceled,2016-08-05,2,6,580,52581
City Hotel,YES,28,2015,August,1,3,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1,0,Transient-Party,62,0,Canceled,2015-07-31,2,4,248,22494
City Hotel,NO,113,2016,October,0,1,1,0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,Transient-Party,108,1,Check-Out,2016-10-14,1,1,108,9796
City Hotel,NO,72,2016,April,2,5,2,0,0,BB,DEU,Direct,Direct,0,0,0,A,A,0,No Deposit,14,0,Transient,87,0,Check-Out,2016-04-20,2,7,608,55122
City Hotel,YES,173,2017,May,0,4,2,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,Transient,108,2,Canceled,2016-12-03,2,4,432,39182
City Hotel,YES,45,2016,August,2,3,2,0,0,BB,GBR,Direct,Direct,0,0,0,E,E,0,No Deposit,14,0,Transient,160,0,Canceled,2016-08-06,2,5,799,72469
City Hotel,NO,192,2016,June,0,2,1,0,0,BB,SRB,Offline TA/TO,TA/TO,0,0,0,A,F,0,No Deposit,34,0,Transient-Party,95,0,Check-Out,2016-06-26,1,2,190,17233
City Hotel,NO,27,2016,November,2,3,1,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,7,0,Transient,143,1,Check-Out,2016-11-11,1,5,717,64987
City Hotel,YES,130,2017,May,0,4,2,2,0,BB,FRA,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9,0,Transient,198,1,Canceled,2017-04-30,4,4,792,71834
City Hotel,NO,0,2017,June,1,0,2,0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,94,0,Transient,153,0,Check-Out,2017-06-12,2,1,153,13877
City Hotel,NO,8,2017,April,2,3,2,1,0,BB,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,Transient,135,0,Check-Out,2017-04-21,3,5,675,61223
City Hotel,NO,12,2016,June,2,2,3,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,0,Transient,177,2,Check-Out,2016-06-23,3,4,708,64216
City Hotel,NO,1,2016,October,2,1,1,0,0,BB,USA,Online TA,GDS,0,0,0,A,A,0,No Deposit,195,0,Transient,154,1,Check-Out,2016-10-05,1,3,462,41903
City Hotel,NO,1,2015,December,0,2,2,0,0,BB,PRT,Direct,Direct,0,0,0,D,D,2,No Deposit,14,0,Transient,104,0,Check-Out,2015-12-06,2,2,208,18866
City Hotel,YES,236,2016,October,1,3,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,83,0,Transient,98,0,Canceled,2016-03-01,2,4,390,35409
City Hotel,YES,83,2016,August,0,2,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,9,0,Transient,140,1,Canceled,2016-08-01,2,2,281,25469
City Hotel,YES,116,2016,February,2,1,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,134,0,Transient-Party,1,0,No-Show,2016-02-28,1,3,3,272
City Hotel,NO,5,2016,January,2,1,2,0,0,BB,BEL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,0,Transient,82,1,Check-Out,2016-01-27,2,3,245,22239
City Hotel,NO,23,2015,September,3,7,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,0,Transient,96,0,Check-Out,2015-09-17,2,10,960,87054
City Hotel,NO,67,2016,May,0,3,2,0,0,HB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,Transient,161,1,Check-Out,2016-05-15,2,3,483,43835
City Hotel,YES,29,2017,February,1,3,2,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,Transient,70,0,Canceled,2017-01-23,2,4,279,25287
City Hotel,NO,0,2017,May,2,5,2,0,0,BB,NOR,Online TA,TA/TO,0,0,0,E,G,0,No Deposit,9,0,Transient,165,2,Check-Out,2017-05-13,2,7,1152,104485
City Hotel,NO,237,2016,August,3,6,2,1,0,BB,DEU,Direct,Direct,0,0,0,B,B,1,No Deposit,14,0,Transient,93,1,Check-Out,2016-08-15,3,9,839,76120
City Hotel,YES,36,2017,January,2,5,3,0,0,HB,FRA,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,9,0,Transient,146,1,Canceled,2016-12-23,3,7,1021,92594
City Hotel,YES,35,2016,August,0,1,2,0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8,0,Transient,125,1,Canceled,2016-07-07,2,1,125,11347
City Hotel,NO,155,2016,June,0,2,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,83,0,Transient,119,0,Check-Out,2016-06-16,2,2,238,21630
City Hotel,NO,21,2017,March,0,2,1,0,0,SC,DEU,Online TA,GDS,0,0,0,A,A,0,No Deposit,195,0,Transient,93,0,Check-Out,2017-03-17,1,2,185,16780
City Hotel,NO,119,2017,June,2,2,2,0,0,SC,AUS,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,Transient,126,0,Check-Out,2017-06-15,2,4,504,45713
City Hotel,NO,42,2016,July,1,3,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,Transient,136,1,Check-Out,2016-07-22,2,4,544,49305
City Hotel,NO,178,2016,June,2,3,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,Transient-Party,100,0,Check-Out,2016-06-09,2,5,502,45486
City Hotel,NO,4,2015,August,1,0,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,2,No Deposit,94,0,Transient,75,0,Check-Out,2015-08-10,2,1,75,6803
City Hotel,NO,14,2016,April,0,2,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,0,Transient,142,1,Check-Out,2016-04-17,2,2,284,25759
City Hotel,YES,272,2016,October,2,4,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,Transient,94,1,Canceled,2016-09-11,2,6,566,51345
City Hotel,NO,71,2017,July,1,2,2,2,0,BB,FRA,Online TA,TA/TO,0,0,0,F,F,1,No Deposit,9,0,Transient,229,0,Check-Out,2017-07-31,4,3,688,62401
City Hotel,YES,120,2017,June,2,2,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,Transient,119,1,Canceled,2017-02-21,2,4,475,43122
City Hotel,NO,46,2017,June,0,1,2,0,0,SC,NZL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,Transient,140,0,Check-Out,2017-06-24,2,1,140,12698
City Hotel,NO,18,2017,August,0,4,2,0,0,SC,SWE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,Transient,135,1,Check-Out,2017-08-27,2,4,539,48887
City Hotel,NO,70,2016,March,2,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8,0,Transient,76,0,Check-Out,2016-03-08,2,5,380,34443
City Hotel,NO,6,2017,March,1,0,1,0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9,0,Transient,98,1,Check-Out,2017-03-14,1,1,98,8889
City Hotel,NO,11,2017,July,2,2,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7,0,Transient,125,1,Check-Out,2017-08-03,2,4,500,45357
City Hotel,YES,47,2016,August,1,1,2,2,0,BB,ESP,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9,0,Transient,208,0,Canceled,2016-07-28,4,2,416,37713
City Hotel,NO,70,2016,April,0,3,2,0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,Transient,86,0,Check-Out,2016-04-08,2,3,257,23265
City Hotel,YES,38,2017,April,1,4,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,Transient,140,0,Canceled,2017-03-16,2,5,700,63490
City Hotel,NO,0,2017,August,1,0,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,K,1,No Deposit,152,0,Transient,98,0,Check-Out,2017-08-14,2,1,98,8925
City Hotel,YES,82,2016,May,0,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,27,0,Transient,81,0,Canceled,2016-04-27,2,2,162,14648
City Hotel,NO,4,2016,November,2,0,1,0,0,BB,GBR,Corporate,Corporate,0,0,0,A,A,0,No Deposit,370,0,Transient,75,1,Check-Out,2016-11-15,1,2,150,13605
City Hotel,NO,1,2017,January,0,2,2,0,0,BB,GTM,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9,0,Transient,68,0,Check-Out,2017-01-07,2,2,136,12335
City Hotel,NO,43,2017,January,2,2,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,0,Transient,68,0,Check-Out,2017-01-11,2,4,272,24696
City Hotel,NO,37,2016,October,2,1,3,0,0,BB,MAR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,0,Transient,158,1,Check-Out,2016-10-05,3,3,475,43101
City Hotel,NO,88,2017,February,0,3,2,1,0,BB,BRA,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,9,0,Transient,129,1,Check-Out,2017-02-19,3,3,387,35128
City Hotel,NO,0,2017,January,0,1,1,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,94,0,Transient,50,2,Check-Out,2017-01-13,1,1,50,4535
City Hotel,NO,312,2017,July,2,1,2,0,0,BB,DNK,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,Transient,104,1,Check-Out,2017-07-12,2,3,311,28162
City Hotel,NO,26,2016,May,0,1,3,0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,0,Transient,177,2,Check-Out,2016-05-20,3,1,177,16054
City Hotel,NO,268,2016,October,2,3,2,0,0,BB,LCA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,27,0,Transient-Party,81,0,Check-Out,2016-10-14,2,5,404,36620
City Hotel,NO,0,2016,December,0,1,2,0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,Transient,114,0,Check-Out,2016-12-04,2,1,114,10340
City Hotel,YES,79,2017,April,2,5,3,0,0,HB,BEL,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,9,0,Transient,192,2,Canceled,2017-03-03,3,7,1341,121628
City Hotel,NO,0,2015,December,0,1,1,0,0,BB,ESP,Direct,Direct,1,0,0,A,A,1,No Deposit,94,0,Transient,69,0,Check-Out,2015-12-03,1,1,69,6258
City Hotel,NO,20,2016,June,2,1,2,0,0,SC,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,Transient,99,1,Check-Out,2016-06-15,2,3,297,26938
City Hotel,YES,206,2017,July,2,4,2,0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,Transient,131,1,Canceled,2017-01-07,2,6,783,71018
City Hotel,YES,40,2016,September,0,2,2,0,0,BB,CHN,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,9,0,Transient,149,1,Canceled,2016-09-06,2,2,299,27101
City Hotel,NO,64,2016,May,0,2,1,0,0,BB,RUS,Corporate,TA/TO,0,0,0,A,A,0,No Deposit,94,0,Transient-Party,130,0,Check-Out,2016-05-19,1,2,260,23582
City Hotel,NO,16,2016,September,2,0,2,0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,Transient,89,1,Check-Out,2016-09-13,2,2,178,16145
City Hotel,NO,91,2017,March,0,2,2,0,0,SC,CN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,0,Transient,61,1,Check-Out,2017-03-31,2,2,122,11062
City Hotel,NO,18,2017,August,0,2,2,1,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,Transient,179,2,Check-Out,2017-08-26,3,2,357,32380
City Hotel,NO,80,2015,October,0,2,1,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,D,E,0,No Deposit,12,50,Transient-Party,108,0,Check-Out,2015-10-11,1,2,216,19591
City Hotel,YES,94,2017,May,2,3,2,0,0,BB,BRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,0,Transient,135,0,Canceled,2017-02-05,2,5,675,61223
City Hotel,NO,3,2017,July,2,1,2,0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,Transient,159,1,Check-Out,2017-07-26,2,3,476,43174
City Hotel,NO,172,2017,May,2,2,2,0,0,BB,BEL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,0,Transient,140,3,Check-Out,2017-05-23,2,4,558,50611
City Hotel,YES,318,2017,June,1,3,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9,0,Transient,110,1,Canceled,2017-02-21,2,4,439,39835
City Hotel,NO,30,2016,March,0,2,3,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,2,No Deposit,9,0,Transient-Party,89,0,Check-Out,2016-03-06,3,2,178,16126
City Hotel,YES,60,2017,March,2,2,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,Transient,92,0,Canceled,2017-01-04,2,4,367,33305
City Hotel,NO,29,2016,May,1,2,3,0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,0,Transient,159,2,Check-Out,2016-05-23,3,3,478,43318
City Hotel,NO,14,2016,November,0,1,1,0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,Transient,100,1,Check-Out,2016-11-03,1,1,100,9070
City Hotel,NO,0,2017,January,1,1,2,0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,Transient,84,0,Check-Out,2017-01-09,2,2,168,15192
City Hotel,YES,161,2017,June,0,1,1,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,30,26,Transient,120,0,Canceled,2017-02-15,1,1,120,10884
City Hotel,YES,133,2017,July,0,2,1,1,0,HB,ITA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9,0,Transient,167,1,Canceled,2017-03-06,2,2,335,30366
City Hotel,YES,123,2015,November,1,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1,0,Transient-Party,60,0,Canceled,2015-11-03,2,3,180,16326
City Hotel,NO,118,2016,June,1,1,1,0,0,BB,DEU,Offline TA/TO,Corporate,0,0,0,A,A,1,No Deposit,191,0,Transient-Party,110,0,Check-Out,2016-06-08,1,2,220,19954
City Hotel,NO,16,2016,November,2,3,1,0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9,0,Transient,156,2,Check-Out,2016-11-11,1,5,778,70565
City Hotel,NO,95,2017,August,2,2,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,2,No Deposit,98,0,Transient-Party,115,0,Check-Out,2017-08-23,1,4,460,41722
City Hotel,NO,112,2016,August,1,4,3,0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,0,Transient,147,1,Check-Out,2016-08-13,3,5,734,66528
City Hotel,NO,3,2016,December,1,2,1,0,0,SC,MYS,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,Transient,80,0,Check-Out,2016-12-22,1,3,239,21632
City Hotel,YES,94,2017,July,1,4,2,0,0,SC,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,Transient,124,1,Canceled,2017-04-29,2,5,620,56234
City Hotel,YES,16,2015,October,0,1,1,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,94,0,Transient-Party,86,1,Canceled,2015-10-07,1,1,86,7755
City Hotel,NO,68,2015,September,2,2,1,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1,0,Transient-Party,60,0,Check-Out,2015-09-16,1,4,240,21768
City Hotel,YES,2,2016,September,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1,0,Transient-Party,65,0,Canceled,2016-09-21,2,2,130,11791
City Hotel,NO,211,2017,August,1,5,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,28,0,Transient,85,0,Check-Out,2017-08-21,2,6,510,46257
City Hotel,NO,24,2017,July,2,3,2,0,0,BB,KWT,Online TA,TA/TO,0,0,0,A,K,0,No Deposit,83,0,Transient,127,0,Check-Out,2017-08-03,2,5,636,57712
City Hotel,NO,17,2017,February,1,3,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,0,Transient,100,0,Check-Out,2017-02-06,2,4,401,36389
