hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date
City Hotel,0,162,2017,July,27,4,1,5,2,0,0,BB,BEL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,,0,Transient-Party,116.1,0,1,Check-Out,2017-07-10
City Hotel,0,37,2016,March,12,18,0,1,2,0,0,HB,GBR,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9,,0,Transient,125.1,1,1,Check-Out,2016-03-19
City Hotel,0,29,2015,November,45,6,1,2,2,0,0,BB,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,96.3,0,2,Check-Out,2015-11-09
City Hotel,1,80,2017,May,20,19,0,2,2,2,0,BB,GBR,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9,,0,Transient,270,0,0,Canceled,2017-05-09
City Hotel,1,51,2016,August,36,31,1,4,2,0,0,BB,NOR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,,0,Transient,123.3,0,0,Canceled,2016-08-12
City Hotel,0,2,2016,January,3,13,0,1,2,0,0,BB,PRT,Corporate,Corporate,1,0,2,A,D,0,No Deposit,94.13830565,72,0,Transient,42,0,1,Check-Out,2016-01-14
City Hotel,1,68,2017,March,11,13,1,5,3,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,83,,0,Transient,98.94,0,1,Canceled,2017-01-06
City Hotel,0,176,2017,July,27,2,2,1,2,1,0,BB,DEU,Direct,Direct,0,0,0,E,E,0,No Deposit,14,,0,Transient,134.1,0,0,Check-Out,2017-07-05
City Hotel,1,72,2016,December,52,19,1,3,3,0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,,0,Transient,119,0,0,Canceled,2016-11-02
City Hotel,0,131,2016,July,29,11,1,4,1,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,273,0,Transient,101.15,0,1,Check-Out,2016-07-16
City Hotel,0,31,2017,July,28,11,0,1,2,0,0,SC,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,28,,0,Transient,79,0,0,Check-Out,2017-07-12
City Hotel,0,0,2016,June,25,17,0,1,2,0,0,BB,FRA,Direct,Direct,0,0,0,A,D,0,No Deposit,94.13830565,,0,Transient,115,0,0,Check-Out,2016-06-18
City Hotel,0,85,2016,March,14,30,0,3,3,0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,16,,0,Transient,114.4,0,1,Check-Out,2016-04-02
City Hotel,1,21,2017,April,17,28,1,2,2,0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,115,0,0,Canceled,2017-04-26
City Hotel,1,11,2016,May,22,24,0,3,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,12,,3,Transient-Party,160,0,0,Canceled,2016-05-16
City Hotel,0,84,2017,August,32,11,0,2,2,2,0,BB,BEL,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9,,0,Transient,240,0,1,Check-Out,2017-08-13
City Hotel,1,16,2016,December,50,10,4,7,2,0,0,SC,CHN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,67.81,0,0,Canceled,2016-11-24
City Hotel,1,10,2016,November,48,20,4,8,1,0,0,BB,SEN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,96.92,0,0,Canceled,2016-11-14
City Hotel,1,46,2017,March,12,22,0,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,8,,0,Transient,231.33,0,1,Canceled,2017-03-15
City Hotel,0,139,2015,November,47,17,0,5,1,0,0,BB,FRA,Groups,TA/TO,0,0,0,A,A,4,No Deposit,29,,87,Transient-Party,65,0,0,Check-Out,2015-11-22
City Hotel,0,116,2017,April,14,2,2,3,3,0,0,HB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,,0,Transient,217.8,0,3,Check-Out,2017-04-07
City Hotel,0,59,2016,March,13,20,2,3,1,0,0,SC,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8,,0,Transient,79.05,0,2,Check-Out,2016-03-25
City Hotel,1,20,2016,April,15,4,1,1,1,0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,89,0,0,Canceled,2016-03-22
City Hotel,0,86,2016,October,44,25,0,4,3,0,0,BB,USA,Online TA,TA/TO,0,0,0,D,D,2,No Deposit,9,,0,Transient,123.3,0,1,Check-Out,2016-10-29
City Hotel,1,24,2017,July,28,15,0,1,3,0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,,0,Transient,190,0,2,Canceled,2017-06-26
City Hotel,1,174,2016,October,43,20,0,3,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,Non Refund,94.13830565,,11,Transient,100,0,0,Canceled,2016-05-10
City Hotel,1,85,2017,May,18,5,1,2,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,9,,0,Transient,162,0,0,Canceled,2017-02-20
City Hotel,0,2,2015,December,49,5,3,6,1,0,0,BB,GBR,Corporate,Corporate,0,0,0,A,A,0,No Deposit,94.13830565,149,0,Transient-Party,91.67,0,0,Check-Out,2015-12-14
City Hotel,1,188,2016,July,31,28,2,5,2,0,0,BB,BGR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,90.95,0,0,Canceled,2016-01-23
City Hotel,0,100,2015,December,50,12,2,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Contract,72.25,0,2,Check-Out,2015-12-15
City Hotel,1,35,2016,December,49,2,2,2,2,0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,74.8,0,2,Canceled,2016-11-23
City Hotel,0,233,2017,January,2,11,0,3,1,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,76.5,0,1,Check-Out,2017-01-14
City Hotel,0,32,2016,September,36,2,1,2,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,83,,0,Transient,116.64,0,0,Check-Out,2016-09-05
City Hotel,1,118,2017,July,30,28,0,2,2,0,0,SC,AUS,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,125,0,1,Canceled,2017-04-01
City Hotel,1,81,2016,June,26,23,0,1,1,0,0,BB,ISR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,90.9,0,0,Canceled,2016-04-04
City Hotel,0,75,2016,June,25,15,0,1,1,0,0,BB,PRT,Corporate,Corporate,1,0,4,A,A,0,No Deposit,94.13830565,40,0,Transient-Party,65,0,0,Check-Out,2016-06-16
City Hotel,0,3,2016,June,24,6,1,0,1,0,0,BB,PRT,Corporate,Corporate,1,0,3,A,A,0,No Deposit,94.13830565,238,0,Transient,65,1,0,Check-Out,2016-06-07
City Hotel,1,63,2016,April,16,13,0,4,2,0,0,HB,ITA,Online TA,TA/TO,0,0,0,D,D,3,No Deposit,9,,0,Transient,144.5,0,2,Canceled,2016-02-16
City Hotel,1,35,2017,February,6,10,4,10,1,0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9,,0,Transient,70.43,0,1,Canceled,2017-02-02
City Hotel,0,5,2017,June,25,19,1,0,1,0,0,BB,PRT,Corporate,Corporate,1,0,6,A,D,0,No Deposit,94.13830565,40,0,Transient,67,0,0,Check-Out,2017-06-20
City Hotel,0,1,2016,August,35,24,0,2,2,0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,,0,Transient,99.33,0,1,Check-Out,2016-08-26
City Hotel,0,11,2017,February,7,13,1,3,2,0,0,SC,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,83.8,0,0,Check-Out,2017-02-17
City Hotel,0,0,2016,August,35,21,1,0,2,1,0,BB,FRA,Direct,Direct,0,0,0,A,A,2,No Deposit,94.13830565,,0,Transient,164,0,0,Check-Out,2016-08-22
City Hotel,0,10,2016,September,40,30,2,2,2,2,0,BB,DEU,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9,,0,Transient,254.5,0,1,Check-Out,2016-10-04
City Hotel,0,1,2015,October,44,30,0,2,2,0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,9,,0,Transient,104,1,0,Check-Out,2015-11-01
City Hotel,0,81,2016,March,13,25,1,2,2,0,0,BB,ITA,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,3,,4,Transient-Party,65,0,0,Check-Out,2016-03-28
City Hotel,0,0,2017,May,18,1,1,0,2,0,0,BB,BRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,,0,Transient,139.5,0,2,Check-Out,2017-05-02
City Hotel,0,139,2016,July,28,4,1,0,2,0,0,BB,CN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,96.3,0,1,Check-Out,2016-07-05
City Hotel,0,16,2016,March,14,29,0,4,2,0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,141,0,1,Check-Out,2016-04-02
City Hotel,0,20,2016,February,7,7,2,1,2,0,0,BB,LKA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,93,0,2,Check-Out,2016-02-10
City Hotel,0,208,2016,October,42,9,2,2,2,0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,,0,Transient,75.23,0,1,Check-Out,2016-10-13
City Hotel,0,113,2017,May,19,10,0,3,2,0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,114,0,0,Check-Out,2017-05-13
City Hotel,0,118,2016,June,24,6,1,2,1,0,0,BB,TUR,Offline TA/TO,Corporate,0,0,0,A,A,0,No Deposit,191,,0,Transient-Party,110,0,0,Check-Out,2016-06-09
City Hotel,1,102,2017,August,31,1,0,3,2,0,0,BB,ESP,Direct,Direct,0,0,0,A,A,0,No Deposit,14,,0,Transient,112.5,0,0,Canceled,2017-04-24
City Hotel,1,242,2017,April,17,28,2,2,2,0,0,BB,GBR,Direct,Direct,0,0,0,A,A,0,No Deposit,14,,0,Transient,99,0,0,Canceled,2017-04-13
City Hotel,0,0,2016,March,11,8,0,4,2,0,0,BB,FRA,Direct,Direct,0,0,0,A,A,0,No Deposit,94.13830565,,0,Transient,91,0,0,Check-Out,2016-03-12
City Hotel,0,130,2017,August,32,9,1,4,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,85,,0,Transient,80.1,0,0,Check-Out,2017-08-14
City Hotel,0,74,2016,May,21,21,0,1,3,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9,,0,Transient,168.3,0,2,Check-Out,2016-05-22
City Hotel,0,0,2017,May,18,5,0,2,1,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,9,,0,Transient,140,0,0,Check-Out,2017-05-07
City Hotel,1,21,2016,October,44,25,0,3,2,0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,86,,0,Transient,88,0,0,Canceled,2016-10-04
City Hotel,1,74,2017,May,19,11,0,3,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,9,,0,Transient,180,0,0,Canceled,2017-02-28
City Hotel,0,79,2017,February,9,28,1,5,2,0,1,BB,FIN,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,7,,0,Transient,70.47,0,2,Check-Out,2017-03-06
City Hotel,0,46,2016,September,37,5,1,3,4,0,0,BB,CHE,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,7,,0,Transient,186.77,0,1,Check-Out,2016-09-09
City Hotel,0,83,2017,April,16,18,0,3,2,0,0,HB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,28,,0,Transient,115,0,0,Check-Out,2017-04-21
City Hotel,0,178,2017,July,28,13,2,5,2,2,0,HB,DNK,Direct,Direct,0,0,0,E,E,1,No Deposit,14,,0,Transient,214,0,3,Check-Out,2017-07-20
City Hotel,0,122,2016,April,16,15,0,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,D,1,No Deposit,151,,56,Transient-Party,85,0,0,Check-Out,2016-04-17
City Hotel,0,13,2016,December,52,19,1,5,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,88.4,0,2,Check-Out,2016-12-25
City Hotel,0,49,2017,February,8,24,1,2,2,0,0,BB,NLD,Offline TA/TO,TA/TO,0,0,0,A,C,0,No Deposit,85,,0,Transient,72,0,1,Check-Out,2017-02-27
City Hotel,0,155,2016,May,21,16,1,3,2,0,0,BB,LUX,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,,0,Transient,76.58,0,1,Check-Out,2016-05-20
City Hotel,1,68,2016,June,25,18,2,1,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,,0,Transient,92.83,0,0,Canceled,2016-05-14
City Hotel,0,70,2016,April,16,12,0,4,0,3,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,B,B,0,No Deposit,20,,0,Transient-Party,9,0,1,Check-Out,2016-04-16
City Hotel,0,83,2017,April,15,9,2,3,3,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,28,,0,Transient,115,0,0,Check-Out,2017-04-14
City Hotel,0,165,2016,August,33,9,6,18,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,E,K,4,No Deposit,94.13830565,51,0,Transient,106,0,0,Check-Out,2016-09-02
City Hotel,1,103,2017,July,27,6,2,5,2,0,0,SC,NOR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,120,0,1,Canceled,2017-04-03
City Hotel,0,74,2016,September,39,18,2,0,2,0,0,BB,CN,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,83,,0,Transient,102.68,0,0,Check-Out,2016-09-20
City Hotel,0,15,2016,March,12,18,0,2,2,1,0,BB,FRA,Online TA,TA/TO,0,0,0,A,D,1,No Deposit,9,,0,Transient,127,0,1,Check-Out,2016-03-20
City Hotel,0,107,2016,May,20,12,2,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,,0,Transient,92.28,0,1,Check-Out,2016-05-17
City Hotel,0,3,2015,August,34,21,0,2,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Contract,106,0,2,Check-Out,2015-08-23
City Hotel,1,5,2016,March,13,26,2,5,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,,0,Transient,146,0,0,Canceled,2016-03-22
City Hotel,1,7,2016,August,33,13,2,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,83,,0,Transient,130.67,0,0,Canceled,2016-08-10
City Hotel,0,150,2016,August,33,10,0,4,3,0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7,,0,Transient,107.57,0,1,Check-Out,2016-08-14
City Hotel,0,107,2015,September,37,9,0,2,2,0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,89.25,0,1,Check-Out,2015-09-11
City Hotel,0,2,2017,March,11,12,1,0,1,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9,,0,Transient,88.2,0,1,Check-Out,2017-03-13
City Hotel,0,23,2017,June,25,21,0,1,2,0,0,HB,ESP,Online TA,TA/TO,0,0,0,D,E,0,No Deposit,9,,0,Transient,188,0,2,Check-Out,2017-06-22
City Hotel,0,38,2017,August,34,22,0,4,2,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,134.5,0,1,Check-Out,2017-08-26
City Hotel,0,0,2017,August,35,28,1,0,2,1,1,BB,PRT,Direct,Direct,0,0,0,D,D,2,No Deposit,14,,0,Transient,150,0,0,Check-Out,2017-08-29
City Hotel,0,117,2016,May,19,6,0,2,1,0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,9,,0,Transient-Party,114.3,0,1,Check-Out,2016-05-08
City Hotel,1,87,2015,September,38,18,1,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,89.25,0,0,Canceled,2015-09-07
City Hotel,1,6,2017,July,27,4,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,6,,0,Transient-Party,80,0,0,Canceled,2017-06-28
City Hotel,0,92,2016,June,27,26,2,1,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,118,,0,Transient,80.75,0,1,Check-Out,2016-06-29
City Hotel,1,12,2017,January,1,3,0,4,2,1,0,BB,ESP,Online TA,TA/TO,0,0,0,A,K,0,No Deposit,9,,0,Transient,107.1,0,2,Canceled,2017-01-02
City Hotel,1,48,2016,August,36,30,0,2,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,1,No Deposit,94.13830565,40,0,Transient,65,0,0,Canceled,2016-08-29
City Hotel,0,181,2016,October,42,11,0,2,1,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,234,,0,Transient-Party,120,0,0,Check-Out,2016-10-13
City Hotel,0,44,2016,January,1,2,2,1,1,0,0,HB,PRT,Groups,TA/TO,0,0,0,A,D,1,No Deposit,1,,0,Transient-Party,1,0,0,Check-Out,2016-01-05
City Hotel,0,125,2017,July,30,23,2,1,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,9,,0,Transient-Party,139.5,0,1,Check-Out,2017-07-26
City Hotel,0,57,2016,March,14,30,1,4,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,,0,Transient,63.55,0,1,Check-Out,2016-04-04
City Hotel,0,2,2016,April,18,27,1,4,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,7,,0,Transient,162.47,0,2,Check-Out,2016-05-02
City Hotel,0,429,2016,September,39,23,0,2,2,0,0,BB,FRA,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1,,330,Transient-Party,65,0,0,Check-Out,2016-09-25
City Hotel,1,115,2016,February,9,27,2,2,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,B,1,No Deposit,134,,0,Transient-Party,61,0,0,No-Show,2016-02-27
City Hotel,0,67,2015,November,46,13,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Contract,72.25,0,2,Check-Out,2015-11-14
City Hotel,0,3,2017,February,7,17,0,2,2,0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,99,0,1,Check-Out,2017-02-19
City Hotel,0,107,2016,June,27,28,2,6,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,140.25,0,1,Check-Out,2016-07-06
City Hotel,0,0,2016,July,28,5,0,1,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,135,0,1,Check-Out,2016-07-06
City Hotel,1,100,2017,May,18,3,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,29,,18,Transient,130,0,0,Canceled,2017-02-10
City Hotel,1,44,2016,November,48,22,0,3,2,0,0,SC,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,82.13,0,0,Canceled,2016-10-09
City Hotel,0,24,2016,March,13,26,1,1,2,0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,141,0,1,Check-Out,2016-03-28
City Hotel,1,33,2017,August,33,13,2,1,2,0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,140,0,1,Canceled,2017-07-19
City Hotel,1,43,2017,February,8,25,1,1,3,0,0,BB,CHN,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,,0,Transient,144,0,0,Canceled,2017-01-25
City Hotel,0,157,2017,April,15,12,0,3,3,0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,,0,Transient,172.5,0,2,Check-Out,2017-04-15
City Hotel,0,239,2017,July,27,5,0,4,2,0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,89.1,0,3,Check-Out,2017-07-09
City Hotel,0,53,2016,March,11,6,1,0,2,1,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7,,0,Transient,91.48,0,1,Check-Out,2016-03-07
City Hotel,0,44,2017,March,9,2,0,3,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,28,,0,Transient,75,0,0,Check-Out,2017-03-05
City Hotel,0,144,2016,July,30,23,1,1,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,105.3,0,1,Check-Out,2016-07-25
City Hotel,0,77,2016,April,16,14,0,3,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,96.3,0,1,Check-Out,2016-04-17
City Hotel,1,622,2017,March,12,23,0,1,1,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1,,0,Transient,59,0,0,Canceled,2015-10-21
City Hotel,0,34,2016,July,31,29,0,1,2,1,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9,,0,Transient,152.1,0,0,Check-Out,2016-07-30
City Hotel,1,20,2017,May,19,10,0,2,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,D,D,2,No Deposit,94.13830565,452,0,Transient-Party,110,0,0,Canceled,2017-04-21
City Hotel,0,63,2015,September,36,2,0,3,2,0,0,BB,BRA,Groups,TA/TO,0,0,0,A,B,0,No Deposit,1,,0,Transient,60,0,1,Check-Out,2015-09-05
City Hotel,0,26,2017,March,9,2,2,3,2,0,0,BB,AUT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,91.8,0,1,Check-Out,2017-03-07
City Hotel,1,76,2017,March,13,29,2,4,2,0,0,BB,AUT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,9,,0,Transient,143.1,0,0,Canceled,2017-02-06
City Hotel,1,48,2016,April,15,4,1,1,1,0,0,SC,IRL,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,9,,0,Transient,107.1,0,1,Canceled,2016-03-30
City Hotel,0,149,2017,July,30,23,2,2,2,0,0,BB,CHE,Direct,Direct,0,0,0,A,A,0,No Deposit,14,,0,Transient,112.5,0,0,Check-Out,2017-07-27
City Hotel,0,126,2017,August,32,8,0,3,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,85,,0,Transient,89.1,0,0,Check-Out,2017-08-11
City Hotel,1,122,2016,August,32,6,2,2,2,0,0,BB,HKG,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,114.3,0,1,Canceled,2016-08-03
City Hotel,1,128,2016,March,11,12,2,1,2,0,0,BB,PRT,Online TA,TA/TO,0,1,0,A,A,0,No Deposit,9,,0,Contract,97,0,1,Canceled,2015-11-12
City Hotel,0,51,2016,December,50,5,1,2,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,155,,0,Transient,108,0,2,Check-Out,2016-12-08
City Hotel,0,43,2017,June,24,11,2,5,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,145.71,0,1,Check-Out,2017-06-18
City Hotel,0,14,2016,September,36,1,1,3,2,2,0,BB,ESP,Online TA,TA/TO,0,0,0,F,G,0,No Deposit,9,,0,Transient,210,0,1,Check-Out,2016-09-05
City Hotel,1,208,2017,April,13,1,4,10,2,0,0,SC,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,99,0,1,Canceled,2016-09-11
City Hotel,0,188,2016,October,43,18,0,2,2,0,0,BB,CHE,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9,,0,Transient,105.5,0,1,Check-Out,2016-10-20
City Hotel,0,30,2016,December,52,22,1,3,2,2,0,BB,KOR,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9,,0,Transient,156.9,0,0,Check-Out,2016-12-26
City Hotel,1,295,2016,December,53,29,0,3,2,0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,79.5,0,1,Canceled,2016-12-24
City Hotel,0,8,2016,December,50,9,0,2,2,1,0,BB,PRT,Complementary,Direct,1,0,1,D,D,0,No Deposit,94.13830565,45,0,Transient,0,0,2,Check-Out,2016-12-11
City Hotel,0,0,2016,February,7,12,1,2,2,0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient-Party,79,0,1,Check-Out,2016-02-15
City Hotel,0,68,2017,May,21,24,0,3,3,0,0,BB,FRA,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,9,,0,Transient,234,0,1,Check-Out,2017-05-27
City Hotel,1,131,2017,April,14,8,2,1,2,0,0,HB,BRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,,0,Transient,166.5,0,1,Canceled,2017-04-04
City Hotel,1,47,2016,April,16,12,0,1,1,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,B,1,No Deposit,9,,0,Transient,99.9,0,0,Canceled,2016-03-21
City Hotel,0,0,2017,August,32,8,0,0,2,0,0,BB,PRT,Offline TA/TO,TA/TO,1,0,0,A,A,0,No Deposit,262,,0,Transient,0,0,0,Check-Out,2017-08-08
City Hotel,1,106,2015,December,50,9,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,37,,57,Transient,75,0,0,Canceled,2015-10-21
City Hotel,0,7,2016,December,50,7,0,1,1,0,0,SC,PRT,Direct,Direct,0,0,0,A,A,1,No Deposit,94.13830565,,0,Transient,74.8,0,0,Check-Out,2016-12-08
City Hotel,1,19,2015,December,49,5,2,3,2,0,0,BB,PRT,Online TA,TA/TO,1,1,0,A,A,0,No Deposit,10,,0,Transient,69,0,0,Canceled,2015-11-16
City Hotel,0,224,2016,October,44,29,2,2,2,0,0,HB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,121.13,0,2,Check-Out,2016-11-02
City Hotel,0,5,2016,October,41,3,1,0,1,0,0,BB,PRT,Corporate,Corporate,1,0,9,A,D,0,No Deposit,94.13830565,40,0,Transient,65,0,1,Check-Out,2016-10-04
City Hotel,0,40,2016,September,38,11,2,1,2,1,1,BB,IND,Direct,Direct,0,0,0,E,E,2,No Deposit,14,,0,Transient,158.95,0,0,Check-Out,2016-09-14
City Hotel,0,3,2017,February,6,7,0,2,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,107,0,0,Check-Out,2017-02-09
